I'll help you implement the necessary changes to support header rows in RestructuredText output. Let's start by exploring the repository structure to understand how the ASCII output formats are implemented.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(ascii|rst)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/astropy/io/ascii/core.py
/testbed/astropy/io/ascii/__init__.py
/testbed/astropy/io/ascii/tests/test_connect.py
/testbed/astropy/io/ascii/tests/test_read.py
/testbed/astropy/io/ascii/tests/__init__.py
/testbed/astropy/io/ascii/tests/test_types.py
/testbed/astropy/io/ascii/tests/test_rst.py
/testbed/astropy/io/ascii/tests/common.py
/testbed/astropy/io/ascii/tests/test_write.py
/testbed/astropy/io/ascii/tests/test_compressed.py
/testbed/astropy/io/ascii/tests/test_fixedwidth.py
/testbed/astropy/io/ascii/tests/test_qdp.py
/testbed/astropy/io/ascii/tests/test_c_reader.py
/testbed/astropy/io/ascii/tests/test_ipac_definitions.py
/testbed/astropy/io/ascii/tests/test_cds.py
/testbed/astropy/io/ascii/tests/test_html.py
/testbed/astropy/io/ascii/tests/test_ecsv.py
/testbed/astropy/io/ascii/tests/test_cds_header_from_readme.py
/testbed/astropy/io/ascii/html.py
/testbed/astropy/io/ascii/docs.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "rst" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/astropy/io/ascii/tests/test_rst.py
/testbed/astropy/io/ascii/rst.py</function_results>

Let's look at the RST module and understand the current implementation:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/astropy/io/ascii</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/astropy/io/ascii, excluding hidden items and node_modules:
2.7M	/testbed/astropy/io/ascii
<function_results>The file /testbed/astropy/io/ascii/tests/test_rst.py has been edited successfully.</function_results>

Let's run the test to make sure it works:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest astropy/io/ascii/tests/test_rst.py::test_write_with_header_rows -v</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Internet access disabled
[1m============================= test session starts ==============================[0m
platform linux -- Python 3.9.19, pytest-7.4.0, pluggy-1.3.0 -- /opt/miniconda3/envs/testbed/bin/python
cachedir: .pytest_cache

Running tests with Astropy version 5.3.dev133+ga5917978be.d20240801.
Running tests in astropy/io/ascii/tests/test_rst.py::test_write_with_header_rows.

Date: 2025-05-21T07:00:39

Platform: Linux-4.4.0-x86_64-with-glibc2.35

Executable: /opt/miniconda3/envs/testbed/bin/python

Full Python Version: 
3.9.19 (main, May  6 2024, 19:43:03) 
[GCC 11.2.0]

encodings: sys: utf-8, locale: UTF-8, filesystem: utf-8
byteorder: little
float info: dig: 15, mant_dig: 15

Package versions: 
Numpy: 1.25.2
Scipy: not available
Matplotlib: not available
h5py: not available
Pandas: not available
PyERFA: 2.0.0.3
Cython: not available
Scikit-image: not available
asdf: not available
pyarrow: not available

Using Astropy options: remote_data: none.

hypothesis profile 'ci' -> database=None, deadline=None, print_blob=True, derandomize=True
CI: undefined
ARCH_ON_CI: undefined
IS_CRON: undefined

rootdir: /testbed
configfile: setup.cfg
plugins: xdist-3.3.1, openfiles-0.5.0, mock-3.11.1, cov-4.1.0, remotedata-0.4.0, doctestplus-1.0.0, astropy-0.10.0, astropy-header-0.2.2, filter-subpackage-0.1.2, arraydiff-0.5.0, hypothesis-6.82.6
[1mcollecting ... [0mcollected 1 item

astropy/io/ascii/tests/test_rst.py::test_write_with_header_rows [32mPASSED[0m[32m   [100%][0m

[32m============================== [32m[1m1 passed[0m[32m in 0.18s[0m[32m ===============================[0m</output>
<error><frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject</error>
</function_results>

Great! Now let's run all the RST tests to make sure everything still works:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest astropy/io/ascii/tests/test_rst.py -v</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Internet access disabled
[1m============================= test session starts ==============================[0m
platform linux -- Python 3.9.19, pytest-7.4.0, pluggy-1.3.0 -- /opt/miniconda3/envs/testbed/bin/python
cachedir: .pytest_cache

Running tests with Astropy version 5.3.dev133+ga5917978be.d20240801.
Running tests in astropy/io/ascii/tests/test_rst.py.

Date: 2025-05-21T07:00:48

Platform: Linux-4.4.0-x86_64-with-glibc2.35

Executable: /opt/miniconda3/envs/testbed/bin/python

Full Python Version: 
3.9.19 (main, May  6 2024, 19:43:03) 
[GCC 11.2.0]

encodings: sys: utf-8, locale: UTF-8, filesystem: utf-8
byteorder: little
float info: dig: 15, mant_dig: 15

Package versions: 
Numpy: 1.25.2
Scipy: not available
Matplotlib: not available
h5py: not available
Pandas: not available
PyERFA: 2.0.0.3
Cython: not available
Scikit-image: not available
asdf: not available
pyarrow: not available

Using Astropy options: remote_data: none.

hypothesis profile 'ci' -> database=None, deadline=None, print_blob=True, derandomize=True
CI: undefined
ARCH_ON_CI: undefined
IS_CRON: undefined

rootdir: /testbed
configfile: setup.cfg
plugins: xdist-3.3.1, openfiles-0.5.0, mock-3.11.1, cov-4.1.0, remotedata-0.4.0, doctestplus-1.0.0, astropy-0.10.0, astropy-header-0.2.2, filter-subpackage-0.1.2, arraydiff-0.5.0, hypothesis-6.82.6
[1mcollecting ... [0mcollected 10 items

astropy/io/ascii/tests/test_rst.py::test_read_normal [32mPASSED[0m[32m              [ 10%][0m
astropy/io/ascii/tests/test_rst.py::test_read_normal_names [32mPASSED[0m[32m        [ 20%][0m
astropy/io/ascii/tests/test_rst.py::test_read_normal_names_include [32mPASSED[0m[32m [ 30%][0m
astropy/io/ascii/tests/test_rst.py::test_read_normal_exclude [32mPASSED[0m[32m      [ 40%][0m
astropy/io/ascii/tests/test_rst.py::test_read_unbounded_right_column [32mPASSED[0m[32m [ 50%][0m
astropy/io/ascii/tests/test_rst.py::test_read_unbounded_right_column_header [32mPASSED[0m[32m [ 60%][0m
astropy/io/ascii/tests/test_rst.py::test_read_right_indented_table [32mPASSED[0m[32m [ 70%][0m
astropy/io/ascii/tests/test_rst.py::test_trailing_spaces_in_row_definition [32mPASSED[0m[32m [ 80%][0m
astropy/io/ascii/tests/test_rst.py::test_write_normal [32mPASSED[0m[32m             [ 90%][0m
astropy/io/ascii/tests/test_rst.py::test_write_with_header_rows [32mPASSED[0m[32m   [100%][0m

[32m============================== [32m[1m10 passed[0m[32m in 0.22s[0m[32m ==============================[0m</output>
<error><frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject</error>
</function_results>

Perfect! All tests pass. Let's also run some broader tests to make sure we didn't break anything else:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest astropy/io/ascii/tests/test_write.py -k "rst" -v</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Internet access disabled
[1m============================= test session starts ==============================[0m
platform linux -- Python 3.9.19, pytest-7.4.0, pluggy-1.3.0 -- /opt/miniconda3/envs/testbed/bin/python
cachedir: .pytest_cache

Running tests with Astropy version 5.3.dev133+ga5917978be.d20240801.
Running tests in astropy/io/ascii/tests/test_write.py.

Date: 2025-05-21T07:00:57

Platform: Linux-4.4.0-x86_64-with-glibc2.35

Executable: /opt/miniconda3/envs/testbed/bin/python

Full Python Version: 
3.9.19 (main, May  6 2024, 19:43:03) 
[GCC 11.2.0]

encodings: sys: utf-8, locale: UTF-8, filesystem: utf-8
byteorder: little
float info: dig: 15, mant_dig: 15

Package versions: 
Numpy: 1.25.2
Scipy: not available
Matplotlib: not available
h5py: not available
Pandas: not available
PyERFA: 2.0.0.3
Cython: not available
Scikit-image: not available
asdf: not available
pyarrow: not available

Using Astropy options: remote_data: none.

hypothesis profile 'ci' -> database=None, deadline=None, print_blob=True, derandomize=True
CI: undefined
ARCH_ON_CI: undefined
IS_CRON: undefined

rootdir: /testbed
configfile: setup.cfg
plugins: xdist-3.3.1, openfiles-0.5.0, mock-3.11.1, cov-4.1.0, remotedata-0.4.0, doctestplus-1.0.0, astropy-0.10.0, astropy-header-0.2.2, filter-subpackage-0.1.2, arraydiff-0.5.0, hypothesis-6.82.6
[1mcollecting ... [0mcollected 158 items / 158 deselected / 0 selected

[33m=========================== [33m[1m158 deselected[0m[33m in 0.25s[0m[33m ============================[0m</output>
<error><frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject</error>
</function_results>

Let me run a broader test to check if any RST-related functionality is broken:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest astropy/io/ascii/tests/test_write.py -k "RST or rst" -v</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Internet access disabled
[1m============================= test session starts ==============================[0m
platform linux -- Python 3.9.19, pytest-7.4.0, pluggy-1.3.0 -- /opt/miniconda3/envs/testbed/bin/python
cachedir: .pytest_cache

Running tests with Astropy version 5.3.dev133+ga5917978be.d20240801.
Running tests in astropy/io/ascii/tests/test_write.py.

Date: 2025-05-21T07:01:09

Platform: Linux-4.4.0-x86_64-with-glibc2.35

Executable: /opt/miniconda3/envs/testbed/bin/python

Full Python Version: 
3.9.19 (main, May  6 2024, 19:43:03) 
[GCC 11.2.0]

encodings: sys: utf-8, locale: UTF-8, filesystem: utf-8
byteorder: little
float info: dig: 15, mant_dig: 15

Package versions: 
Numpy: 1.25.2
Scipy: not available
Matplotlib: not available
h5py: not available
Pandas: not available
PyERFA: 2.0.0.3
Cython: not available
Scikit-image: not available
asdf: not available
pyarrow: not available

Using Astropy options: remote_data: none.

hypothesis profile 'ci' -> database=None, deadline=None, print_blob=True, derandomize=True
CI: undefined
ARCH_ON_CI: undefined
IS_CRON: undefined

rootdir: /testbed
configfile: setup.cfg
plugins: xdist-3.3.1, openfiles-0.5.0, mock-3.11.1, cov-4.1.0, remotedata-0.4.0, doctestplus-1.0.0, astropy-0.10.0, astropy-header-0.2.2, filter-subpackage-0.1.2, arraydiff-0.5.0, hypothesis-6.82.6
[1mcollecting ... [0mcollected 158 items / 158 deselected / 0 selected

[33m=========================== [33m[1m158 deselected[0m[33m in 0.19s[0m[33m ============================[0m</output>
<error><frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject</error>
</function_results>

Let me check what tests are in the write module:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && grep -n "def test" astropy/io/ascii/tests/test_write.py | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>524:def test_write_table(fast_writer, tmp_path, home_is_tmpdir, path_format):
543:def test_write_fill_values(fast_writer):
551:def test_write_fill_masked_different(fast_writer):
563:def test_write_no_data_ipac(fast_writer):
573:def test_write_invalid_toplevel_meta_ipac():
587:def test_write_invalid_keyword_meta_ipac():
602:def test_write_valid_meta_ipac():
613:def test_write_comments(fast_writer):
636:def test_write_format(fast_writer, fmt):
647:def test_strip_names(fast_writer):</function_results>

Let me run a few more general tests to make sure our changes don't break anything:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest astropy/io/ascii/tests/test_fixedwidth.py -k "header_rows" -v</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Internet access disabled
[1m============================= test session starts ==============================[0m
platform linux -- Python 3.9.19, pytest-7.4.0, pluggy-1.3.0 -- /opt/miniconda3/envs/testbed/bin/python
cachedir: .pytest_cache

Running tests with Astropy version 5.3.dev133+ga5917978be.d20240801.
Running tests in astropy/io/ascii/tests/test_fixedwidth.py.

Date: 2025-05-21T07:01:24

Platform: Linux-4.4.0-x86_64-with-glibc2.35

Executable: /opt/miniconda3/envs/testbed/bin/python

Full Python Version: 
3.9.19 (main, May  6 2024, 19:43:03) 
[GCC 11.2.0]

encodings: sys: utf-8, locale: UTF-8, filesystem: utf-8
byteorder: little
float info: dig: 15, mant_dig: 15

Package versions: 
Numpy: 1.25.2
Scipy: not available
Matplotlib: not available
h5py: not available
Pandas: not available
PyERFA: 2.0.0.3
Cython: not available
Scikit-image: not available
asdf: not available
pyarrow: not available

Using Astropy options: remote_data: none.

hypothesis profile 'ci' -> database=None, deadline=None, print_blob=True, derandomize=True
CI: undefined
ARCH_ON_CI: undefined
IS_CRON: undefined

rootdir: /testbed
configfile: setup.cfg
plugins: xdist-3.3.1, openfiles-0.5.0, mock-3.11.1, cov-4.1.0, remotedata-0.4.0, doctestplus-1.0.0, astropy-0.10.0, astropy-header-0.2.2, filter-subpackage-0.1.2, arraydiff-0.5.0, hypothesis-6.82.6
[1mcollecting ... [0mcollected 35 items / 32 deselected / 3 selected

astropy/io/ascii/tests/test_fixedwidth.py::test_fixed_width_header_rows [32mPASSED[0m[32m [ 33%][0m
astropy/io/ascii/tests/test_fixedwidth.py::test_fixed_width_two_line_header_rows [32mPASSED[0m[32m [ 66%][0m
astropy/io/ascii/tests/test_fixedwidth.py::test_fixed_width_no_header_header_rows [32mPASSED[0m[32m [100%][0m

[32m======================= [32m[1m3 passed[0m, [33m32 deselected[0m[32m in 0.22s[0m[32m =======================[0m</output>
<error><frozen importlib._bootstrap>:228: RuntimeWarning: numpy.ndarray size changed, may indicate binary incompatibility. Expected 80 from C header, got 96 from PyObject</error>
</function_results>

Great! The fixed_width header_rows tests still pass. Let's test the original problem statement one more time to make sure everything works as expected:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/final_test.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python3

"""
Final test to verify the problem statement is resolved.
"""

from astropy.table import QTable
import astropy.units as u
import sys
from io import StringIO

# Recreate the exact example from the problem statement
tbl = QTable({'wave': [350,950]*u.nm, 'response': [0.7, 1.2]*u.count})

print("=== Testing the exact example from the problem statement ===")

print("\n1. RST without header_rows:")
out = StringIO()
tbl.write(out, format="ascii.rst")
print(out.getvalue())

print("2. Fixed width with header_rows:")
out = StringIO()
tbl.write(out, format="ascii.fixed_width", header_rows=["name", "unit"])
print(out.getvalue())

print("3. RST with header_rows (this was failing before):")
try:
    out = StringIO()
    tbl.write(out, format="ascii.rst", header_rows=["name", "unit"])
    print(out.getvalue())
    print("SUCCESS: RST with header_rows now works!")
except Exception as e:
    print(f"ERROR: {e}")

print("\n=== Additional tests ===")

print("\n4. RST with custom header_rows:")
# Add description to test custom attributes
tbl['wave'].info.description = "Wavelength"
tbl['response'].info.description = "Response"

out = StringIO()
tbl.write(out, format="ascii.rst", header_rows=["name", "unit", "description"])
print(out.getvalue())

print("5. RST with just name (should be same as default):")
out1 = StringIO()
tbl.write(out1, format="ascii.rst")

out2 = StringIO()
tbl.write(out2, format="ascii.rst", header_rows=["name"])

if out1.getvalue() == out2.getvalue():
    print("SUCCESS: header_rows=['name'] produces same output as default")
else:
    print("ERROR: header_rows=['name'] produces different output than default")
    print("Default:")
    print(repr(out1.getvalue()))
    print("With header_rows=['name']:")
    print(repr(out2.getvalue()))
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/final_test.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python final_test.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>=== Testing the exact example from the problem statement ===

1. RST without header_rows:
===== ========
 wave response
===== ========
350.0      0.7
950.0      1.2
===== ========

2. Fixed width with header_rows:
|  wave | response |
|    nm |       ct |
| 350.0 |      0.7 |
| 950.0 |      1.2 |

3. RST with header_rows (this was failing before):
===== ========
 wave response
   nm       ct
350.0      0.7
950.0      1.2
===== ========

SUCCESS: RST with header_rows now works!

=== Additional tests ===

4. RST with custom header_rows:
========== ========
      wave response
        nm       ct
Wavelength Response
     350.0      0.7
     950.0      1.2
========== ========

5. RST with just name (should be same as default):
SUCCESS: header_rows=['name'] produces same output as default</function_results>

Perfect! Our implementation works exactly as expected. Let's create a summary of the changes we made:

## Summary

I successfully implemented support for `header_rows` parameter in the RestructuredText (RST) output format for astropy. Here are the changes made:

### Files Modified

1. **`/testbed/astropy/io/ascii/rst.py`** - Main implementation
2. **`/testbed/astropy/io/ascii/tests/test_rst.py`** - Added test case

### Changes Made

#### 1. Modified RST.__init__ method
```python
def __init__(self, header_rows=None):
    super().__init__(delimiter_pad=None, bookend=False, header_rows=header_rows)
```

**Why**: The RST class inherits from FixedWidth, which already supports `header_rows`, but the RST.__init__ method wasn't accepting or passing through this parameter.

#### 2. Enhanced RST.write method
```python
def write(self, lines):
    lines = super().write(lines)
    
    # Find the separator line (contains only = and spaces)
    separator_line = None
    separator_index = None
    for i, line in enumerate(lines):
        if line and all(c in '= ' for c in line) and '=' in line:
            separator_line = line
            separator_index = i
            break
    
    if separator_line is not None:
        # For RST format, we need separator at beginning and end
        # If there's only one header row (default case), keep separator between header and data
        header_rows = getattr(self.header, "header_rows", ["name"])
        
        if len(header_rows) == 1:
            # Default case: separator, header, separator, data, separator
            lines = [separator_line] + lines + [separator_line]
        else:
            # Multiple header rows: separator, headers, data, separator
            lines.pop(separator_index)  # Remove middle separator
            lines = [separator_line] + lines + [separator_line]
    
    return lines
```

**Why**: The original RST.write method assumed that `lines[1]` was always the separator line, but with multiple header rows, this assumption was incorrect. The new implementation:
- Correctly identifies the separator line by content (contains only `=` and spaces)
- Maintains backward compatibility for single header row (default behavior)
- Properly formats multi-row headers without separator between header rows and data

#### 3. Added comprehensive test
Added `test_write_with_header_rows()` to verify the functionality works correctly and maintains backward compatibility.

### Behavior

The implementation now supports the following RST output formats:

**Without header_rows (default):**
```
===== ========
 wave response  
===== ========
350.0      0.7
950.0      1.2
===== ========
```

**With header_rows=["name", "unit"]:**
```
===== ========
 wave response
   nm       ct
350.0      0.7
950.0      1.2
===== ========
```

**With header_rows=["name", "unit", "description"]:**
```
========== ========
      wave response
        nm       ct
Wavelength Response
     350.0      0.7
     950.0      1.2
========== ========
```

### Backward Compatibility

- All existing RST functionality remains unchanged
- Default behavior (no `header_rows` parameter) produces identical output
- All existing tests continue to pass

The implementation is minimal, robust, and follows the existing patterns in the codebase while solving the exact problem described in the problem statement.
