I'll help you implement the necessary changes to fix the optimization issue with multiple URLResolvers being constructed. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(resolver|url)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/admin_views/urls.py
/testbed/tests/messages_tests/urls.py
/testbed/tests/urls.py
/testbed/tests/syndication_tests/urls.py
/testbed/tests/gis_tests/geoapp/urls.py
/testbed/tests/gis_tests/geoadmin/urls.py
/testbed/tests/sitemaps_tests/urls/__init__.py
/testbed/tests/sitemaps_tests/urls/index_only.py
/testbed/tests/sitemaps_tests/urls/empty.py
/testbed/tests/sitemaps_tests/urls/http.py
/testbed/tests/sitemaps_tests/urls/https.py
/testbed/tests/admin_scripts/urls.py
/testbed/tests/admin_custom_urls/urls.py
/testbed/tests/admin_custom_urls/__init__.py
/testbed/tests/admin_custom_urls/models.py
/testbed/tests/admin_custom_urls/tests.py
/testbed/tests/conditional_processing/urls.py
/testbed/tests/file_uploads/urls.py
/testbed/tests/flatpages_tests/urls.py
/testbed/tests/urlpatterns_reverse/urls_error_handlers.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -path "*/django/urls/*" -name "*.py" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/urls/__init__.py
/testbed/django/urls/base.py
/testbed/django/urls/converters.py
/testbed/django/urls/conf.py
/testbed/django/urls/utils.py
/testbed/django/urls/resolvers.py
/testbed/django/urls/exceptions.py</function_results>

Let's examine the key files mentioned in the problem statement:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/urls</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/django/urls, excluding hidden items and node_modules:
45K	/testbed/django/urls
settings.ROOT_URLCONF: test_urls
get_urlconf() initially: None
resolver1 (None): 139439248038208, urlconf_name: test_urls
resolver2 (test_urls): 139439248038208, urlconf_name: test_urls
Are they the same? True

Setting urlconf to 'other_urls'...
get_urlconf() after set: other_urls
resolver3 (None after set): 139439263378064, urlconf_name: other_urls
resolver4 (test_urls after set): 139439248038208, urlconf_name: test_urls
resolver1 is resolver4? True

Resetting urlconf to original...
get_urlconf() after reset: test_urls
resolver5 (None after reset): 139439248038208, urlconf_name: test_urls
resolver1 is resolver5? True</function_results>

Great! Now it's working correctly. Let's run our edge case tests again:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_edge_cases.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing edge cases for URLResolver optimization...

=== Test 1: Different URLconf values ===
PASS: All resolvers with equivalent URLconf are the same
Cache info: CacheInfo(hits=2, misses=1, maxsize=None, currsize=1)

=== Test 2: Different URLconf should create different resolver ===
PASS: Different URLconf creates different resolver
Cache info: CacheInfo(hits=2, misses=2, maxsize=None, currsize=2)

=== Test 3: set_urlconf with different values ===
PASS: set_urlconf changes the resolver returned by get_resolver(None)
FAIL: Explicit URLconf should return cached resolver
Cache info: CacheInfo(hits=0, misses=2, maxsize=None, currsize=2)

=== Test 4: Reset URLconf ===
FAIL: Reset URLconf should return original resolver
Cache info: CacheInfo(hits=1, misses=2, maxsize=None, currsize=2)

=== Test 5: set_urlconf(None) behavior ===
FAIL: set_urlconf(None) should reset to default
Cache info: CacheInfo(hits=2, misses=2, maxsize=None, currsize=2)</function_results>

There are still some failures. Let me debug this more carefully. The issue seems to be that the cache is being cleared between tests. Let me check:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/test_edge_cases.py</antml:parameter>
<antml:parameter name="view_range">[75, 85]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/test_edge_cases.py with line numbers (which has a total of 150 lines) with view_range=[75, 85]:
    75	from django.http import HttpResponse
    76	
    77	def other_view(request):
    78	    return HttpResponse('other')
    79	
    80	urlpatterns = [
    81	    path('other/', other_view, name='other'),
    82	]
    83	""")
    84	    
    85	    resolver_other = get_resolver('other_urls')
</function_results>

Let me look at the test more carefully:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/test_edge_cases.py</antml:parameter>
<antml:parameter name="view_range">[95, 120]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/test_edge_cases.py with line numbers (which has a total of 150 lines) with view_range=[95, 120]:
    95	    # Test 3: set_urlconf with different values
    96	    print("\n=== Test 3: set_urlconf with different values ===")
    97	    clear_url_caches()
    98	    
    99	    # Set to a different URLconf
   100	    set_urlconf('other_urls')
   101	    resolver_after_set = get_resolver(None)
   102	    
   103	    # This should be different from the original resolver
   104	    if resolver_after_set is not resolver1:
   105	        print("PASS: set_urlconf changes the resolver returned by get_resolver(None)")
   106	    else:
   107	        print("FAIL: set_urlconf should change the resolver")
   108	    
   109	    # But calling with explicit URLconf should still work
   110	    resolver_explicit = get_resolver('test_urls')
   111	    if resolver_explicit is resolver1:
   112	        print("PASS: Explicit URLconf still returns cached resolver")
   113	    else:
   114	        print("FAIL: Explicit URLconf should return cached resolver")
   115	    
   116	    cache_info = _get_resolver.cache_info()
   117	    print(f"Cache info: {cache_info}")
   118	    
   119	    # Test 4: Reset urlconf
   120	    print("\n=== Test 4: Reset URLconf ===")
</function_results>

Ah, I see the issue! In test 3, we call `clear_url_caches()` at line 97, which clears the cache. So `resolver1` (which was created before the cache clear) is no longer in the cache. When we call `get_resolver('test_urls')` at line 110, it creates a new resolver instance.

The test logic is flawed. Let me fix the test to be more accurate:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_edge_cases.py</antml:parameter>
<antml:parameter name="old_str">    # Test 3: set_urlconf with different values
    print("\n=== Test 3: set_urlconf with different values ===")
    clear_url_caches()
    
    # Set to a different URLconf
    set_urlconf('other_urls')
    resolver_after_set = get_resolver(None)
    
    # This should be different from the original resolver
    if resolver_after_set is not resolver1:
        print("PASS: set_urlconf changes the resolver returned by get_resolver(None)")
    else:
        print("FAIL: set_urlconf should change the resolver")
    
    # But calling with explicit URLconf should still work
    resolver_explicit = get_resolver('test_urls')
    if resolver_explicit is resolver1:
        print("PASS: Explicit URLconf still returns cached resolver")
    else:
        print("FAIL: Explicit URLconf should return cached resolver")</antml:parameter>
<antml:parameter name="new_str">    # Test 3: set_urlconf with different values
    print("\n=== Test 3: set_urlconf with different values ===")
    
    # Set to a different URLconf
    set_urlconf('other_urls')
    resolver_after_set = get_resolver(None)
    
    # This should be different from the original resolver
    if resolver_after_set is not resolver1:
        print("PASS: set_urlconf changes the resolver returned by get_resolver(None)")
    else:
        print("FAIL: set_urlconf should change the resolver")
    
    # But calling with explicit URLconf should still work
    resolver_explicit = get_resolver('test_urls')
    if resolver_explicit is resolver1:
        print("PASS: Explicit URLconf still returns cached resolver")
    else:
        print("FAIL: Explicit URLconf should return cached resolver")</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_edge_cases.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_edge_cases.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing edge cases for URLResolver optimization...

=== Test 1: Different URLconf values ===
PASS: All resolvers with equivalent URLconf are the same
Cache info: CacheInfo(hits=2, misses=1, maxsize=None, currsize=1)

=== Test 2: Different URLconf should create different resolver ===
PASS: Different URLconf creates different resolver
Cache info: CacheInfo(hits=2, misses=2, maxsize=None, currsize=2)

=== Test 3: set_urlconf with different values ===
PASS: set_urlconf changes the resolver returned by get_resolver(None)
PASS: Explicit URLconf still returns cached resolver
Cache info: CacheInfo(hits=4, misses=2, maxsize=None, currsize=2)

=== Test 4: Reset URLconf ===
PASS: Reset URLconf returns original resolver
Cache info: CacheInfo(hits=5, misses=2, maxsize=None, currsize=2)

=== Test 5: set_urlconf(None) behavior ===
PASS: set_urlconf(None) resets to default
Cache info: CacheInfo(hits=6, misses=2, maxsize=None, currsize=2)</function_results>

Perfect! Now all tests are passing. Let's run our comprehensive test again to make sure everything still works:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_comprehensive_resolver_optimization.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing comprehensive URLResolver optimization...

=== Test 1: Basic caching optimization ===
PASS: Same resolver instance returned
Cache info: CacheInfo(hits=1, misses=1, maxsize=None, currsize=1)

=== Test 2: Multiple calls with None vs actual URLconf ===
PASS: All resolver instances are the same
Cache info: CacheInfo(hits=3, misses=1, maxsize=None, currsize=1)

=== Test 3: Reverse function optimization ===
Reverse before set_urlconf: /test/
Reverse after set_urlconf: /test/
Cache info: CacheInfo(hits=1, misses=1, maxsize=None, currsize=1)

=== Test 4: Clear URL caches functionality ===
Cache info before clear: CacheInfo(hits=3, misses=1, maxsize=None, currsize=1)
Cache info after clear: CacheInfo(hits=0, misses=0, maxsize=None, currsize=0)
PASS: Cache cleared successfully

=== Test 5: Performance comparison ===
Optimized approach - Time: 0.0002s, Cache: CacheInfo(hits=19, misses=1, maxsize=None, currsize=1)

=== Summary ===
All tests completed. The optimization ensures that:
1. get_resolver(None) and get_resolver(settings.ROOT_URLCONF) return the same instance
2. Cache hits are maximized, reducing expensive URLResolver._populate calls
3. clear_url_caches() works correctly with the new internal cache
4. reverse() function benefits from the optimization</function_results>

Excellent! Let's also run our original test to make sure the basic optimization still works:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_resolver_optimization.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing URLResolver caching issue...
get_urlconf() before set_urlconf: None
First resolver ID: 139572963169840
get_urlconf() after set_urlconf: test_urls
Second resolver ID: 139572963169840
PASS: Same resolver instance (optimal caching)
Reverse before set_urlconf: /test/
Reverse after set_urlconf: /test/
Final cache info: CacheInfo(hits=1, misses=1, maxsize=None, currsize=1)</function_results>

Perfect! Now let's run the Django tests to make sure we didn't break anything:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && ./tests/runtests.py urlpatterns_reverse --verbosity 1</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing against Django installed in '/testbed/django' with up to 128 processes
System check identified no issues (0 silenced).</output>
<error>Creating test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
Cloning test database for alias 'default'...
.................................................................................................
----------------------------------------------------------------------
Ran 97 tests in 5.008s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...
Destroying test database for alias 'default'...</error>
</function_results>

Great! All tests pass. Let's also run a few more test suites to make sure we didn't break anything:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && ./tests/runtests.py utils_tests.test_functional --verbosity 1</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing against Django installed in '/testbed/django' with up to 128 processes
System check identified no issues (0 silenced).</output>
<error>..............
----------------------------------------------------------------------
Ran 14 tests in 0.006s

OK</error>
</function_results>

Perfect! Now let's create a final test that demonstrates the exact problem described in the problem statement:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_problem_statement.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""
Test that reproduces the exact problem described in the problem statement.
"""
import os
import sys
import django
from django.conf import settings

# Add the testbed directory to Python path
sys.path.insert(0, '/testbed')

# Configure Django settings
if not settings.configured:
    settings.configure(
        DEBUG=True,
        ROOT_URLCONF='test_urls',
        SECRET_KEY='test-secret-key',
        INSTALLED_APPS=[
            'django.contrib.auth',
            'django.contrib.contenttypes',
        ],
        USE_I18N=False,
    )

django.setup()

# Create a URLconf with many patterns to make _populate expensive
with open('/testbed/test_urls.py', 'w') as f:
    f.write("""
from django.urls import path, include
from django.http import HttpResponse

def test_view(request):
    return HttpResponse('test')

urlpatterns = []

# Add many patterns to make URLResolver._populate expensive
for i in range(1000):
    urlpatterns.append(path(f'pattern{i}/', test_view, name=f'pattern{i}'))
""")

def test_problem_statement():
    """
    Test the exact scenario described in the problem statement:
    
    "If reverse (or anything else using get_resolver) is called both before 
    (e.g. at import time) and after a request is handled, get_resolver will 
    be called with different values. Initially it will be called with None, 
    and later it will be called with settings.ROOT_URLCONF, because request 
    handling calls set_urlconf."
    """
    from django.urls.base import get_urlconf, set_urlconf, clear_url_caches
    from django.urls.resolvers import get_resolver, _get_resolver
    from django.urls import reverse
    import time
    
    print("Testing the exact problem statement scenario...")
    print(f"ROOT_URLCONF: {settings.ROOT_URLCONF}")
    
    # Clear caches to start fresh
    clear_url_caches()
    
    # Simulate the scenario: reverse is called at import time (before request handling)
    print("\n=== Simulating import-time reverse call (before request handling) ===")
    print(f"get_urlconf() before request: {get_urlconf()}")
    
    start_time = time.time()
    
    # This simulates calling reverse() at import time, when get_urlconf() returns None
    url_before = reverse('pattern0')  # This calls get_resolver(get_urlconf()) where get_urlconf() returns None
    
    end_time = time.time()
    import_time = end_time - start_time
    
    print(f"URL resolved at import time: {url_before}")
    print(f"Time taken: {import_time:.4f}s")
    
    cache_info_after_import = _get_resolver.cache_info()
    print(f"Cache after import-time call: {cache_info_after_import}")
    
    # Simulate request handling: set_urlconf is called
    print("\n=== Simulating request handling (set_urlconf called) ===")
    set_urlconf(settings.ROOT_URLCONF)  # This is what BaseHandler.get_response does
    print(f"get_urlconf() after request handling: {get_urlconf()}")
    
    start_time = time.time()
    
    # This simulates calling reverse() during request handling
    url_after = reverse('pattern0')  # This calls get_resolver(get_urlconf()) where get_urlconf() returns settings.ROOT_URLCONF
    
    end_time = time.time()
    request_time = end_time - start_time
    
    print(f"URL resolved during request: {url_after}")
    print(f"Time taken: {request_time:.4f}s")
    
    cache_info_after_request = _get_resolver.cache_info()
    print(f"Cache after request-time call: {cache_info_after_request}")
    
    # Analysis
    print("\n=== Analysis ===")
    print(f"URLs are the same: {url_before == url_after}")
    
    # Check if we have optimal caching (only 1 miss, rest are hits)
    total_calls = cache_info_after_request.hits + cache_info_after_request.misses
    if cache_info_after_request.misses == 1:
        print("✓ OPTIMAL: Only 1 URLResolver instance created (optimal caching)")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
    else:
        print("✗ SUBOPTIMAL: Multiple URLResolver instances created")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
        print(f"  Wasted URLResolver._populate calls: {cache_info_after_request.misses - 1}")
    
    # Performance comparison
    if request_time < import_time * 0.5:  # Request should be much faster due to caching
        print("✓ PERFORMANCE: Request-time call benefited from caching")
    else:
        print("✗ PERFORMANCE: Request-time call did not benefit from caching")
    
    print(f"\nCache size: {cache_info_after_request.currsize} (should be 1 for optimal memory usage)")

if __name__ == '__main__':
    test_problem_statement()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_problem_statement.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_problem_statement.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing the exact problem statement scenario...
ROOT_URLCONF: test_urls

=== Simulating import-time reverse call (before request handling) ===
get_urlconf() before request: None
URL resolved at import time: /pattern0/
Time taken: 0.1004s
Cache after import-time call: CacheInfo(hits=0, misses=1, maxsize=None, currsize=1)

=== Simulating request handling (set_urlconf called) ===
get_urlconf() after request handling: test_urls
URL resolved during request: /pattern0/
Time taken: 0.0001s
Cache after request-time call: CacheInfo(hits=1, misses=1, maxsize=None, currsize=1)

=== Analysis ===
URLs are the same: True</output>
<error>Traceback (most recent call last):
  File "test_problem_statement.py", line 125, in <module>
    test_problem_statement()
  File "test_problem_statement.py", line 109, in test_problem_statement
    print("\u2713 OPTIMAL: Only 1 URLResolver instance created (optimal caching)")
UnicodeEncodeError: 'ascii' codec can't encode character '\u2713' in position 0: ordinal not in range(128)</error>
</function_results>

Let me fix the unicode issue:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_problem_statement.py</antml:parameter>
<antml:parameter name="old_str">    if cache_info_after_request.misses == 1:
        print("✓ OPTIMAL: Only 1 URLResolver instance created (optimal caching)")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
    else:
        print("✗ SUBOPTIMAL: Multiple URLResolver instances created")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
        print(f"  Wasted URLResolver._populate calls: {cache_info_after_request.misses - 1}")
    
    # Performance comparison
    if request_time < import_time * 0.5:  # Request should be much faster due to caching
        print("✓ PERFORMANCE: Request-time call benefited from caching")
    else:
        print("✗ PERFORMANCE: Request-time call did not benefit from caching")</antml:parameter>
<antml:parameter name="new_str">    if cache_info_after_request.misses == 1:
        print("OPTIMAL: Only 1 URLResolver instance created (optimal caching)")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
    else:
        print("SUBOPTIMAL: Multiple URLResolver instances created")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
        print(f"  Wasted URLResolver._populate calls: {cache_info_after_request.misses - 1}")
    
    # Performance comparison
    if request_time < import_time * 0.5:  # Request should be much faster due to caching
        print("PERFORMANCE: Request-time call benefited from caching")
    else:
        print("PERFORMANCE: Request-time call did not benefit from caching")</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_problem_statement.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_problem_statement.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing the exact problem statement scenario...
ROOT_URLCONF: test_urls

=== Simulating import-time reverse call (before request handling) ===
get_urlconf() before request: None
URL resolved at import time: /pattern0/
Time taken: 0.1114s
Cache after import-time call: CacheInfo(hits=0, misses=1, maxsize=None, currsize=1)

=== Simulating request handling (set_urlconf called) ===
get_urlconf() after request handling: test_urls
URL resolved during request: /pattern0/
Time taken: 0.0001s
Cache after request-time call: CacheInfo(hits=1, misses=1, maxsize=None, currsize=1)

=== Analysis ===
URLs are the same: True
OPTIMAL: Only 1 URLResolver instance created (optimal caching)
  Cache efficiency: 1/2 hits
PERFORMANCE: Request-time call benefited from caching

Cache size: 1 (should be 1 for optimal memory usage)</function_results>

Perfect! This demonstrates that our fix works exactly as intended. Let's also create a test to show what would happen without our fix:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_without_optimization.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""
Test to demonstrate what would happen WITHOUT the optimization.
This simulates the old behavior.
"""
import os
import sys
import django
from django.conf import settings
import functools

# Add the testbed directory to Python path
sys.path.insert(0, '/testbed')

# Configure Django settings
if not settings.configured:
    settings.configure(
        DEBUG=True,
        ROOT_URLCONF='test_urls',
        SECRET_KEY='test-secret-key',
        INSTALLED_APPS=[
            'django.contrib.auth',
            'django.contrib.contenttypes',
        ],
        USE_I18N=False,
    )

django.setup()

# Create a URLconf with many patterns to make _populate expensive
with open('/testbed/test_urls.py', 'w') as f:
    f.write("""
from django.urls import path, include
from django.http import HttpResponse

def test_view(request):
    return HttpResponse('test')

urlpatterns = []

# Add many patterns to make URLResolver._populate expensive
for i in range(1000):
    urlpatterns.append(path(f'pattern{i}/', test_view, name=f'pattern{i}'))
""")

# Simulate the OLD behavior (without optimization)
from django.urls.resolvers import URLResolver, RegexPattern

@functools.lru_cache(maxsize=None)
def old_get_resolver(urlconf=None):
    """This simulates the old get_resolver function WITHOUT optimization."""
    if urlconf is None:
        urlconf = settings.ROOT_URLCONF
    return URLResolver(RegexPattern(r'^/'), urlconf)

def test_without_optimization():
    """
    Test what would happen without the optimization.
    """
    from django.urls.base import get_urlconf, set_urlconf
    from django.urls import reverse
    import time
    
    print("Testing WITHOUT optimization (simulating old behavior)...")
    print(f"ROOT_URLCONF: {settings.ROOT_URLCONF}")
    
    # Clear caches to start fresh
    old_get_resolver.cache_clear()
    
    # Simulate the scenario: reverse is called at import time (before request handling)
    print("\n=== Simulating import-time reverse call (before request handling) ===")
    print(f"get_urlconf() before request: {get_urlconf()}")
    
    start_time = time.time()
    
    # This simulates the old behavior: get_resolver(None) 
    resolver1 = old_get_resolver(None)  # urlconf=None, so uses settings.ROOT_URLCONF
    
    end_time = time.time()
    import_time = end_time - start_time
    
    print(f"Resolver 1 created (urlconf=None): {id(resolver1)}")
    print(f"Time taken: {import_time:.4f}s")
    
    cache_info_after_import = old_get_resolver.cache_info()
    print(f"Cache after import-time call: {cache_info_after_import}")
    
    # Simulate request handling: set_urlconf is called
    print("\n=== Simulating request handling (set_urlconf called) ===")
    set_urlconf(settings.ROOT_URLCONF)  # This is what BaseHandler.get_response does
    print(f"get_urlconf() after request handling: {get_urlconf()}")
    
    start_time = time.time()
    
    # This simulates the old behavior: get_resolver(settings.ROOT_URLCONF)
    # In the old code, this would be a different cache key than get_resolver(None)
    resolver2 = old_get_resolver(settings.ROOT_URLCONF)  # explicit urlconf
    
    end_time = time.time()
    request_time = end_time - start_time
    
    print(f"Resolver 2 created (urlconf='{settings.ROOT_URLCONF}'): {id(resolver2)}")
    print(f"Time taken: {request_time:.4f}s")
    
    cache_info_after_request = old_get_resolver.cache_info()
    print(f"Cache after request-time call: {cache_info_after_request}")
    
    # Analysis
    print("\n=== Analysis ===")
    print(f"Resolvers are the same object: {resolver1 is resolver2}")
    
    # Check if we have suboptimal caching (2 misses for the same URLconf)
    total_calls = cache_info_after_request.hits + cache_info_after_request.misses
    if cache_info_after_request.misses > 1:
        print("SUBOPTIMAL: Multiple URLResolver instances created for same URLconf")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
        print(f"  Wasted URLResolver._populate calls: {cache_info_after_request.misses - 1}")
    else:
        print("OPTIMAL: Only 1 URLResolver instance created")
        print(f"  Cache efficiency: {cache_info_after_request.hits}/{total_calls} hits")
    
    # Performance comparison
    if request_time >= import_time * 0.8:  # Request should be similar time (no caching benefit)
        print("PERFORMANCE: Request-time call did NOT benefit from caching")
    else:
        print("PERFORMANCE: Request-time call benefited from caching")
    
    print(f"\nCache size: {cache_info_after_request.currsize} (should be 1 for optimal memory usage)")

if __name__ == '__main__':
    test_without_optimization()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_without_optimization.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_without_optimization.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing WITHOUT optimization (simulating old behavior)...
ROOT_URLCONF: test_urls

=== Simulating import-time reverse call (before request handling) ===
get_urlconf() before request: None
Resolver 1 created (urlconf=None): 139358524729272
Time taken: 0.0001s
Cache after import-time call: CacheInfo(hits=0, misses=1, maxsize=None, currsize=1)

=== Simulating request handling (set_urlconf called) ===
get_urlconf() after request handling: test_urls
Resolver 2 created (urlconf='test_urls'): 139358540056728
Time taken: 0.0000s
Cache after request-time call: CacheInfo(hits=0, misses=2, maxsize=None, currsize=2)

=== Analysis ===
Resolvers are the same object: False
SUBOPTIMAL: Multiple URLResolver instances created for same URLconf
  Cache efficiency: 0/2 hits
  Wasted URLResolver._populate calls: 1
PERFORMANCE: Request-time call benefited from caching

Cache size: 2 (should be 1 for optimal memory usage)</function_results>

Perfect! This clearly shows the problem that our optimization fixes:

1. **Without optimization**: 2 different resolver instances, 0 cache hits, cache size of 2
2. **With optimization**: 1 resolver instance, 1 cache hit, cache size of 1

Now let's create a proper unit test that can be included in Django's test suite:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_resolver_optimization_unit.py</antml:parameter>
<antml:parameter name="file_text">"""
Unit tests for URLResolver optimization.
These tests can be added to Django's test suite.
"""
from django.test import TestCase, override_settings
from django.urls.base import get_urlconf, set_urlconf, clear_url_caches
from django.urls.resolvers import get_resolver, _get_resolver
from django.urls import reverse


class URLResolverOptimizationTests(TestCase):
    """Test the URLResolver optimization that prevents duplicate resolvers."""
    
    def setUp(self):
        clear_url_caches()
    
    def tearDown(self):
        clear_url_caches()
        # Reset URLconf to None to avoid affecting other tests
        set_urlconf(None)
    
    def test_get_resolver_none_vs_explicit_urlconf(self):
        """
        Test that get_resolver(None) and get_resolver(settings.ROOT_URLCONF)
        return the same cached instance.
        """
        # Before set_urlconf, get_urlconf() returns None
        self.assertIsNone(get_urlconf())
        
        # Get resolver with None
        resolver1 = get_resolver(None)
        
        # Get resolver with explicit URLconf
        from django.conf import settings
        resolver2 = get_resolver(settings.ROOT_URLCONF)
        
        # They should be the same instance (cached)
        self.assertIs(resolver1, resolver2)
        
        # Cache should show 1 miss, 1 hit
        cache_info = _get_resolver.cache_info()
        self.assertEqual(cache_info.misses, 1)
        self.assertEqual(cache_info.hits, 1)
        self.assertEqual(cache_info.currsize, 1)
    
    def test_get_resolver_before_and_after_set_urlconf(self):
        """
        Test the scenario described in the problem statement:
        get_resolver called before and after set_urlconf.
        """
        # Call get_resolver before set_urlconf (simulates import-time call)
        resolver_before = get_resolver(None)
        
        # Simulate request handling: set_urlconf is called
        from django.conf import settings
        set_urlconf(settings.ROOT_URLCONF)
        
        # Call get_resolver after set_urlconf (simulates request-time call)
        resolver_after = get_resolver(None)
        
        # They should be the same instance
        self.assertIs(resolver_before, resolver_after)
        
        # Cache should be optimal
        cache_info = _get_resolver.cache_info()
        self.assertEqual(cache_info.misses, 1)
        self.assertEqual(cache_info.hits, 1)
        self.assertEqual(cache_info.currsize, 1)
    
    def test_reverse_function_optimization(self):
        """
        Test that the reverse function benefits from the optimization.
        """
        # Create a simple URLconf for testing
        urlconf_content = '''
from django.urls import path
from django.http import HttpResponse

def test_view(request):
    return HttpResponse('test')

urlpatterns = [
    path('test/', test_view, name='test'),
]
'''
        
        with self.settings(ROOT_URLCONF='test_urls'):
            # Write the URLconf
            import os
            with open('test_urls.py', 'w') as f:
                f.write(urlconf_content)
            
            try:
                # Call reverse before set_urlconf
                url1 = reverse('test')
                
                # Set URLconf (simulates request handling)
