I'll help you implement the necessary changes to reduce Add/RemoveIndex migration operations when optimizing migrations. Let's start by exploring the repository structure to understand how Django handles migration operations.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(migration|index)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/custom_migration_operations/__init__.py
/testbed/tests/custom_migration_operations/more_operations.py
/testbed/tests/custom_migration_operations/operations.py
/testbed/tests/migrations/test_migrations_plan/0003_third.py
/testbed/tests/migrations/test_migrations_plan/0001_initial.py
/testbed/tests/migrations/test_migrations_plan/__init__.py
/testbed/tests/migrations/test_migrations_plan/0002_second.py
/testbed/tests/migrations/test_migrations_plan/0004_fourth.py
/testbed/tests/migrations/test_migrations_plan/0005_fifth.py
/testbed/tests/migrations/test_migrations_empty/__init__.py
/testbed/tests/migrations/test_migrations_clashing_prefix/__init__.py
/testbed/tests/migrations/test_migrations_clashing_prefix/ab.py
/testbed/tests/migrations/test_migrations_clashing_prefix/a.py
/testbed/tests/migrations/test_multidb.py
/testbed/tests/migrations/test_migrations_squashed_extra/0003_third.py
/testbed/tests/migrations/test_migrations_squashed_extra/0001_initial.py
/testbed/tests/migrations/test_migrations_squashed_extra/__init__.py
/testbed/tests/migrations/test_migrations_squashed_extra/0001_squashed_0002.py
/testbed/tests/migrations/test_migrations_squashed_extra/0002_second.py
/testbed/tests/migrations/test_executor.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -path "*/migrations/*" -name "*.py" | grep -E "(operation|optimizer)" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/migrations/test_operations.py
/testbed/tests/migrations/test_migrations_atomic_operation/0001_initial.py
/testbed/tests/migrations/test_migrations_atomic_operation/__init__.py
/testbed/tests/migrations/test_optimizer.py
/testbed/tests/migrations/test_migrations_no_operations/0001_initial.py
/testbed/tests/migrations/test_migrations_no_operations/__init__.py
/testbed/django/db/migrations/optimizer.py
/testbed/django/db/migrations/operations/fields.py
/testbed/django/db/migrations/operations/__init__.py
/testbed/django/db/migrations/operations/base.py</function_results>

Let's look at the Django migrations structure:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/migrations</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/django/db/migrations, excluding hidden items and node_modules:
302K	/testbed/django/db/migrations

os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_sqlite')
django.setup()

from test_index_optimization_for_suite import IndexOptimizationTests
import unittest

# Create a test suite and run it
loader = unittest.TestLoader()
suite = loader.loadTestsFromTestCase(IndexOptimizationTests)
runner = unittest.TextTestRunner(verbosity=2)
result = runner.run(suite)
"</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<error>Traceback (most recent call last):
  File "<string>", line 9, in <module>
  File "/testbed/django/__init__.py", line 19, in setup
    configure_logging(settings.LOGGING_CONFIG, settings.LOGGING)
                      ^^^^^^^^^^^^^^^^^^^^^^^
  File "/testbed/django/conf/__init__.py", line 84, in __getattr__
    self._setup(name)
  File "/testbed/django/conf/__init__.py", line 71, in _setup
    self._wrapped = Settings(settings_module)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/testbed/django/conf/__init__.py", line 185, in __init__
    mod = importlib.import_module(self.SETTINGS_MODULE)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/miniconda3/envs/testbed/lib/python3.11/importlib/__init__.py", line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1140, in _find_and_load_unlocked
ModuleNotFoundError: No module named 'test_sqlite'</error>
</function_results>

Let me run the test in a simpler way:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/run_index_test.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python

import os
import sys
import django
from django.conf import settings

# Add the testbed to the Python path
sys.path.insert(0, '/testbed')

# Configure Django settings
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_settings')

if not settings.configured:
    settings.configure(
        DEBUG=True,
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        },
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        SECRET_KEY='test-secret-key',
    )

django.setup()

from test_index_optimization_for_suite import IndexOptimizationTests
import unittest

if __name__ == '__main__':
    # Create a test suite and run it
    loader = unittest.TestLoader()
    suite = loader.loadTestsFromTestCase(IndexOptimizationTests)
    runner = unittest.TextTestRunner(verbosity=2)
    result = runner.run(suite)
    
    if result.wasSuccessful():
        print("\n✓ All tests passed!")
        sys.exit(0)
    else:
        print(f"\n✗ {len(result.failures)} failures, {len(result.errors)} errors")
        sys.exit(1)
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/run_index_test.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python run_index_test.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>
✓ All tests passed!</output>
<error>test_add_add_index_same_name (test_index_optimization_for_suite.IndexOptimizationTests.test_add_add_index_same_name)
AddIndex followed by AddIndex with the same name should keep only the second. ... ok
test_add_remove_index (test_index_optimization_for_suite.IndexOptimizationTests.test_add_remove_index)
AddIndex followed by RemoveIndex with the same index name should optimize to nothing. ... ok
test_complex_optimization_sequence (test_index_optimization_for_suite.IndexOptimizationTests.test_complex_optimization_sequence)
Complex sequence of index operations should be optimized correctly. ... ok
test_different_index_names_no_optimization (test_index_optimization_for_suite.IndexOptimizationTests.test_different_index_names_no_optimization)
Index operations with different index names should not be optimized. ... ok
test_different_models_no_optimization (test_index_optimization_for_suite.IndexOptimizationTests.test_different_models_no_optimization)
Index operations on different models should not be optimized. ... ok
test_index_operations_can_reduce_through_non_conflicting (test_index_optimization_for_suite.IndexOptimizationTests.test_index_operations_can_reduce_through_non_conflicting)
Index operations should be able to reduce through other non-conflicting index operations. ... ok
test_remove_add_index (test_index_optimization_for_suite.IndexOptimizationTests.test_remove_add_index)
RemoveIndex followed by AddIndex with the same index name should optimize to nothing. ... ok
test_remove_remove_index_same_name (test_index_optimization_for_suite.IndexOptimizationTests.test_remove_remove_index_same_name)
RemoveIndex followed by RemoveIndex with the same name should keep only the first. ... ok

----------------------------------------------------------------------
Ran 8 tests in 0.002s

OK</error>
</function_results>

Perfect! All our tests are passing. Now let's add these tests to the existing Django test suite. The best place would be in the optimizer tests:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/tests/migrations/test_optimizer.py</antml:parameter>
<antml:parameter name="old_str">    def test_rename_index(self):
        self.assertOptimizesTo(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_fields=("weight", "pink")
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_name="mid_name"
                ),
            ],
            [
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_fields=("weight", "pink")
                ),
            ],
        )
        self.assertOptimizesTo(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_name="old_name"
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_name="mid_name"
                ),
            ],
            [migrations.RenameIndex("Pony", new_name="new_name", old_name="old_name")],
        )
        self.assertDoesNotOptimize(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_name="old_name"
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_fields=("weight", "pink")
                ),
            ]
        )</antml:parameter>
<antml:parameter name="new_str">    def test_rename_index(self):
        self.assertOptimizesTo(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_fields=("weight", "pink")
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_name="mid_name"
                ),
            ],
            [
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_fields=("weight", "pink")
                ),
            ],
        )
        self.assertOptimizesTo(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_name="old_name"
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_name="mid_name"
                ),
            ],
            [migrations.RenameIndex("Pony", new_name="new_name", old_name="old_name")],
        )
        self.assertDoesNotOptimize(
            [
                migrations.RenameIndex(
                    "Pony", new_name="mid_name", old_name="old_name"
                ),
                migrations.RenameIndex(
                    "Pony", new_name="new_name", old_fields=("weight", "pink")
                ),
            ]
        )

    def test_add_remove_index(self):
        """
        AddIndex followed by RemoveIndex with the same index name should optimize to nothing.
        """
        index = models.Index(fields=["name"], name="test_index")
        self.assertOptimizesTo(
            [
                migrations.AddIndex("TestModel", index),
                migrations.RemoveIndex("TestModel", "test_index"),
            ],
            [],
        )

    def test_remove_add_index(self):
        """
        RemoveIndex followed by AddIndex with the same index name should optimize to nothing.
        """
        index = models.Index(fields=["name"], name="test_index")
        self.assertOptimizesTo(
            [
                migrations.RemoveIndex("TestModel", "test_index"),
                migrations.AddIndex("TestModel", index),
            ],
            [],
        )

    def test_add_add_index_same_name(self):
        """
        AddIndex followed by AddIndex with the same name should keep only the second.
        """
        index1 = models.Index(fields=["name"], name="test_index")
        index2 = models.Index(fields=["age"], name="test_index")
        self.assertOptimizesTo(
            [
                migrations.AddIndex("TestModel", index1),
                migrations.AddIndex("TestModel", index2),
            ],
            [
                migrations.AddIndex("TestModel", index2),
            ],
        )

    def test_remove_remove_index_same_name(self):
        """
        RemoveIndex followed by RemoveIndex with the same name should keep only the first.
        """
        self.assertOptimizesTo(
            [
                migrations.RemoveIndex("TestModel", "test_index"),
                migrations.RemoveIndex("TestModel", "test_index"),
            ],
            [
                migrations.RemoveIndex("TestModel", "test_index"),
            ],
        )

    def test_index_operations_different_models_no_optimization(self):
        """
        Index operations on different models should not be optimized.
        """
        index = models.Index(fields=["name"], name="test_index")
        self.assertDoesNotOptimize(
            [
                migrations.AddIndex("TestModel1", index),
                migrations.RemoveIndex("TestModel2", "test_index"),
            ]
        )

    def test_index_operations_different_names_no_optimization(self):
        """
        Index operations with different index names should not be optimized.
        """
        index = models.Index(fields=["name"], name="test_index")
        self.assertDoesNotOptimize(
            [
                migrations.AddIndex("TestModel", index),
                migrations.RemoveIndex("TestModel", "other_index"),
            ]
        )

    def test_complex_index_optimization_sequence(self):
        """
        Complex sequence of index operations should be optimized correctly.
        """
        index1 = models.Index(fields=["name"], name="test_index")
        index2 = models.Index(fields=["age"], name="test_index")
        index3 = models.Index(fields=["email"], name="email_index")
        
        self.assertOptimizesTo(
            [
                migrations.AddIndex("TestModel", index1),      # Add test_index (name)
                migrations.AddIndex("TestModel", index3),      # Add email_index (email)
                migrations.RemoveIndex("TestModel", "test_index"),  # Remove test_index
                migrations.AddIndex("TestModel", index2),      # Add test_index (age)
                migrations.RemoveIndex("TestModel", "email_index"), # Remove email_index
            ],
            [
                migrations.AddIndex("TestModel", index2),  # Only the final test_index (age) remains
            ],
        )</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/tests/migrations/test_optimizer.py has been edited successfully.</function_results>

Let's run the optimizer tests again to make sure our new tests work:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && ./tests/runtests.py migrations.test_optimizer --verbosity 2</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing against Django installed in '/testbed/django' with up to 128 processes
Importing application migrations
Found 45 test(s).
Skipping setup of unused database(s): default, other.
System check identified no issues (0 silenced).</output>
<error>test_add_add_index_same_name (migrations.test_optimizer.OptimizerTests.test_add_add_index_same_name)
AddIndex followed by AddIndex with the same name should keep only the second. ... ok
test_add_field_alter_field (migrations.test_optimizer.OptimizerTests.test_add_field_alter_field)
AlterField should optimize into AddField. ... ok
test_add_field_delete_field (migrations.test_optimizer.OptimizerTests.test_add_field_delete_field)
RemoveField should cancel AddField ... ok
test_add_field_rename_field (migrations.test_optimizer.OptimizerTests.test_add_field_rename_field)
RenameField should optimize into AddField ... ok
test_add_remove_index (migrations.test_optimizer.OptimizerTests.test_add_remove_index)
AddIndex followed by RemoveIndex with the same index name should optimize to nothing. ... ok
test_alter_alter_field (migrations.test_optimizer.OptimizerTests.test_alter_alter_field) ... ok
test_alter_alter_index_model (migrations.test_optimizer.OptimizerTests.test_alter_alter_index_model) ... ok
test_alter_alter_owrt_model (migrations.test_optimizer.OptimizerTests.test_alter_alter_owrt_model) ... ok
test_alter_alter_table_model (migrations.test_optimizer.OptimizerTests.test_alter_alter_table_model) ... ok
test_alter_alter_unique_model (migrations.test_optimizer.OptimizerTests.test_alter_alter_unique_model) ... ok
test_alter_field_delete_field (migrations.test_optimizer.OptimizerTests.test_alter_field_delete_field)
RemoveField should absorb AlterField ... ok
test_alter_field_rename_field (migrations.test_optimizer.OptimizerTests.test_alter_field_rename_field)
RenameField should optimize to the other side of AlterField, ... ok
test_complex_index_optimization_sequence (migrations.test_optimizer.OptimizerTests.test_complex_index_optimization_sequence)
Complex sequence of index operations should be optimized correctly. ... ok
test_create_alter_index_delete_model (migrations.test_optimizer.OptimizerTests.test_create_alter_index_delete_model) ... ok
test_create_alter_index_field (migrations.test_optimizer.OptimizerTests.test_create_alter_index_field) ... ok
test_create_alter_model_managers (migrations.test_optimizer.OptimizerTests.test_create_alter_model_managers) ... ok
test_create_alter_model_options (migrations.test_optimizer.OptimizerTests.test_create_alter_model_options) ... ok
test_create_alter_owrt_delete_model (migrations.test_optimizer.OptimizerTests.test_create_alter_owrt_delete_model) ... ok
test_create_alter_owrt_field (migrations.test_optimizer.OptimizerTests.test_create_alter_owrt_field) ... ok
test_create_alter_unique_delete_model (migrations.test_optimizer.OptimizerTests.test_create_alter_unique_delete_model) ... ok
test_create_alter_unique_field (migrations.test_optimizer.OptimizerTests.test_create_alter_unique_field) ... ok
test_create_delete_model (migrations.test_optimizer.OptimizerTests.test_create_delete_model)
CreateModel and DeleteModel should collapse into nothing. ... ok
test_create_model_add_field (migrations.test_optimizer.OptimizerTests.test_create_model_add_field)
AddField should optimize into CreateModel. ... ok
test_create_model_add_field_not_through_m2m_through (migrations.test_optimizer.OptimizerTests.test_create_model_add_field_not_through_m2m_through)
AddField should NOT optimize into CreateModel if it's an M2M using a ... ok
test_create_model_alter_field (migrations.test_optimizer.OptimizerTests.test_create_model_alter_field)
AlterField should optimize into CreateModel. ... ok
test_create_model_and_remove_model_options (migrations.test_optimizer.OptimizerTests.test_create_model_and_remove_model_options) ... ok
test_create_model_no_reordering_for_unrelated_fk (migrations.test_optimizer.OptimizerTests.test_create_model_no_reordering_for_unrelated_fk)
CreateModel order remains unchanged if the later AddField operation ... ok
test_create_model_no_reordering_of_inherited_model (migrations.test_optimizer.OptimizerTests.test_create_model_no_reordering_of_inherited_model)
A CreateModel that inherits from another isn't reordered to avoid ... ok
test_create_model_remove_field (migrations.test_optimizer.OptimizerTests.test_create_model_remove_field)
RemoveField should optimize into CreateModel. ... ok
test_create_model_rename_field (migrations.test_optimizer.OptimizerTests.test_create_model_rename_field)
RenameField should optimize into CreateModel. ... ok
test_create_model_reordering (migrations.test_optimizer.OptimizerTests.test_create_model_reordering)
AddField optimizes into CreateModel if it's a FK to a model that's ... ok
test_create_model_reordering_circular_fk (migrations.test_optimizer.OptimizerTests.test_create_model_reordering_circular_fk)
CreateModel reordering behavior doesn't result in an infinite loop if ... ok
test_create_rename_model (migrations.test_optimizer.OptimizerTests.test_create_rename_model)
CreateModel should absorb RenameModels. ... ok
test_index_operations_different_models_no_optimization (migrations.test_optimizer.OptimizerTests.test_index_operations_different_models_no_optimization)
Index operations on different models should not be optimized. ... ok
test_index_operations_different_names_no_optimization (migrations.test_optimizer.OptimizerTests.test_index_operations_different_names_no_optimization)
Index operations with different index names should not be optimized. ... ok
test_none_app_label (migrations.test_optimizer.OptimizerTests.test_none_app_label) ... ok
test_optimize_elidable_operation (migrations.test_optimizer.OptimizerTests.test_optimize_elidable_operation) ... ok
test_optimize_through_create (migrations.test_optimizer.OptimizerTests.test_optimize_through_create)
We should be able to optimize away create/delete through a create or ... ok
test_optimize_through_fields (migrations.test_optimizer.OptimizerTests.test_optimize_through_fields)
field-level through checking is working. This should manage to collapse ... ok
test_remove_add_index (migrations.test_optimizer.OptimizerTests.test_remove_add_index)
RemoveIndex followed by AddIndex with the same index name should optimize to nothing. ... ok
test_remove_remove_index_same_name (migrations.test_optimizer.OptimizerTests.test_remove_remove_index_same_name)
RemoveIndex followed by RemoveIndex with the same name should keep only the first. ... ok
test_rename_index (migrations.test_optimizer.OptimizerTests.test_rename_index) ... ok
test_rename_model_self (migrations.test_optimizer.OptimizerTests.test_rename_model_self)
RenameModels should absorb themselves. ... ok
test_single (migrations.test_optimizer.OptimizerTests.test_single)
The optimizer does nothing on a single operation, ... ok
test_swapping_fields_names (migrations.test_optimizer.OptimizerTests.test_swapping_fields_names) ... ok

----------------------------------------------------------------------
Ran 45 tests in 0.055s

OK</error>
</function_results>

Excellent! All tests are passing, including our new index optimization tests. Let's also run a broader test to make sure we haven't broken anything else:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && ./tests/runtests.py migrations --verbosity 1 --parallel 1</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing against Django installed in '/testbed/django'
Found 722 test(s).
System check identified no issues (0 silenced).</output>
<error>Creating test database for alias 'default'...
Creating test database for alias 'other'...
............................................................................................................................................................................................................................................................................................................................................................................................................................................................s................s....................................................................................................................................................................................................................................................................
----------------------------------------------------------------------
Ran 722 tests in 51.266s

OK (skipped=2)
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...</error>
</function_results>

Perfect! All 722 migration tests are passing. Now let's create a simple script to demonstrate the optimization working:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/demo_index_optimization.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""
Demonstration script showing the AddIndex/RemoveIndex optimization in action.
"""

import os
import sys
import django
from django.conf import settings

# Add the testbed to the Python path
sys.path.insert(0, '/testbed')

# Configure Django settings
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_settings')

if not settings.configured:
    settings.configure(
        DEBUG=True,
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        },
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        SECRET_KEY='test-secret-key',
    )

django.setup()

from django.db import models, migrations
from django.db.migrations.optimizer import MigrationOptimizer

def demo_optimization():
    print("Django Migration Index Operation Optimization Demo")
    print("=" * 60)
    
    optimizer = MigrationOptimizer()
    
    # Create some test indexes
    name_index = models.Index(fields=['name'], name='user_name_idx')
    email_index = models.Index(fields=['email'], name='user_email_idx')
    age_index = models.Index(fields=['age'], name='user_name_idx')  # Same name as name_index
    
    # Demo 1: AddIndex + RemoveIndex cancellation
    print("\n1. AddIndex + RemoveIndex (same index) → Empty list")
    operations = [
        migrations.AddIndex('User', name_index),
        migrations.RemoveIndex('User', 'user_name_idx'),
    ]
    result = optimizer.optimize(operations, 'myapp')
    print(f"   Before: {len(operations)} operations")
    print(f"   After:  {len(result)} operations")
    print(f"   Result: {result}")
    
    # Demo 2: RemoveIndex + AddIndex cancellation
    print("\n2. RemoveIndex + AddIndex (same index) → Empty list")
    operations = [
        migrations.RemoveIndex('User', 'user_name_idx'),
        migrations.AddIndex('User', name_index),
    ]
    result = optimizer.optimize(operations, 'myapp')
    print(f"   Before: {len(operations)} operations")
    print(f"   After:  {len(result)} operations")
    print(f"   Result: {result}")
    
    # Demo 3: AddIndex + AddIndex with same name
    print("\n3. AddIndex + AddIndex (same name) → Keep second")
    operations = [
        migrations.AddIndex('User', name_index),
        migrations.AddIndex('User', age_index),  # Same name, different fields
    ]
    result = optimizer.optimize(operations, 'myapp')
    print(f"   Before: {len(operations)} operations")
    print(f"   After:  {len(result)} operations")
    print(f"   First index fields:  {operations[0].index.fields}")
    print(f"   Second index fields: {operations[1].index.fields}")
    print(f"   Result index fields: {result[0].index.fields}")
    
    # Demo 4: Complex sequence
    print("\n4. Complex sequence optimization")
    operations = [
        migrations.AddIndex('User', name_index),      # Add user_name_idx (name)
        migrations.AddIndex('User', email_index),     # Add user_email_idx (email)
        migrations.RemoveIndex('User', 'user_name_idx'),   # Remove user_name_idx
        migrations.AddIndex('User', age_index),       # Add user_name_idx (age)
        migrations.RemoveIndex('User', 'user_email_idx'),  # Remove user_email_idx
    ]
    result = optimizer.optimize(operations, 'myapp')
    print(f"   Before: {len(operations)} operations")
    for i, op in enumerate(operations):
        if hasattr(op, 'index'):
            print(f"     {i}: {op.__class__.__name__}({op.index.fields}, '{op.index.name}')")
        else:
            print(f"     {i}: {op.__class__.__name__}('{op.name}')")
    
    print(f"   After:  {len(result)} operations")
    for i, op in enumerate(result):
        if hasattr(op, 'index'):
            print(f"     {i}: {op.__class__.__name__}({op.index.fields}, '{op.index.name}')")
        else:
            print(f"     {i}: {op.__class__.__name__}('{op.name}')")
    
    print("\n" + "=" * 60)
    print("✓ Index operation optimization is working correctly!")

if __name__ == '__main__':
    demo_optimization()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/demo_index_optimization.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python demo_index_optimization.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Django Migration Index Operation Optimization Demo
============================================================

1. AddIndex + RemoveIndex (same index) → Empty list
   Before: 2 operations
   After:  0 operations
   Result: []

2. RemoveIndex + AddIndex (same index) → Empty list
   Before: 2 operations
   After:  0 operations
   Result: []

3. AddIndex + AddIndex (same name) → Keep second
   Before: 2 operations
   After:  1 operations
   First index fields:  ['name']
   Second index fields: ['age']
   Result index fields: ['age']

4. Complex sequence optimization
   Before: 5 operations
     0: AddIndex(['name'], 'user_name_idx')
     1: AddIndex(['email'], 'user_email_idx')
     2: RemoveIndex('user_name_idx')
     3: AddIndex(['age'], 'user_name_idx')
     4: RemoveIndex('user_email_idx')
   After:  1 operations
     0: AddIndex(['age'], 'user_name_idx')

============================================================
✓ Index operation optimization is working correctly!</function_results>

Perfect! Our implementation is working correctly. Let's also check if there are any edge cases we should handle. Let me check if there are any other IndexOperation subclasses we should consider:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -n "class.*Index.*Operation" /testbed/django/db/migrations/operations/models.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>639:class AlterIndexTogether(AlterTogetherOptionOperation):
803:class IndexOperation(Operation):
833:class AddIndex(IndexOperation):
910:class RemoveIndex(IndexOperation):
976:class RenameIndex(IndexOperation):
1125:class AddConstraint(IndexOperation):
1166:class RemoveConstraint(IndexOperation):</function_results>

I see there are also AddConstraint and RemoveConstraint operations that inherit from IndexOperation. Let me check if our implementation affects them correctly:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/migrations/operations/models.py</antml:parameter>
<antml:parameter name="view_range">[1125, 1135]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/db/migrations/operations/models.py with line numbers (which has a total of 1206 lines) with view_range=[1125, 1135]:
  1125	class AddConstraint(IndexOperation):
  1126	    option_name = "constraints"
  1127	
  1128	    def __init__(self, model_name, constraint):
  1129	        self.model_name = model_name
  1130	        self.constraint = constraint
  1131	
  1132	    def state_forwards(self, app_label, state):
  1133	        state.add_constraint(app_label, self.model_name_lower, self.constraint)
  1134	
  1135	    def database_forwards(self, app_label, schema_editor, from_state, to_state):
</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/migrations/operations/models.py</antml:parameter>
<antml:parameter name="view_range">[1166, 1176]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/db/migrations/operations/models.py with line numbers (which has a total of 1206 lines) with view_range=[1166, 1176]:
  1166	class RemoveConstraint(IndexOperation):
  1167	    option_name = "constraints"
  1168	
  1169	    def __init__(self, model_name, name):
  1170	        self.model_name = model_name
  1171	        self.name = name
  1172	
  1173	    def state_forwards(self, app_label, state):
  1174	        state.remove_constraint(app_label, self.model_name_lower, self.name)
  1175	
  1176	    def database_forwards(self, app_label, schema_editor, from_state, to_state):
</function_results>

I see that AddConstraint and RemoveConstraint also inherit from IndexOperation, but they operate on constraints, not indexes. Our current implementation should handle them correctly because:

1. AddConstraint has a `constraint` attribute (not `index`)
2. RemoveConstraint has a `name` attribute (like RemoveIndex)
3. Our `_conflicts_with` methods check for `AddIndex` and `RemoveIndex` specifically

However, we should make sure that constraint operations don't interfere with index operations. Let me test this:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_constraint_index_interaction.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python

import os
import sys
import django
from django.conf import settings

# Add the testbed to the Python path
sys.path.insert(0, '/testbed')

# Configure Django settings
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_settings')

if not settings.configured:
    settings.configure(
        DEBUG=True,
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        },
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        SECRET_KEY='test-secret-key',
    )

django.setup()

from django.db import models, migrations
from django.db.migrations.optimizer import MigrationOptimizer

def test_constraint_index_interaction():
    print("Testing constraint and index operation interactions...")
    
    optimizer = MigrationOptimizer()
    
    # Create test objects
    index = models.Index(fields=['name'], name='test_index')
    constraint = models.CheckConstraint(check=models.Q(age__gte=0), name='test_constraint')
    
    # Test 1: AddIndex + AddConstraint (different types, should not optimize)
    operations = [
        migrations.AddIndex('TestModel', index),
        migrations.AddConstraint('TestModel', constraint),
    ]
    result = optimizer.optimize(operations, 'test_app')
    print(f"AddIndex + AddConstraint: {len(operations)} → {len(result)} operations")
    assert len(result) == 2, "Should not optimize different operation types"
    
    # Test 2: AddIndex + RemoveConstraint (different types, should not optimize)
    operations = [
        migrations.AddIndex('TestModel', index),
        migrations.RemoveConstraint('TestModel', 'test_constraint'),
    ]
    result = optimizer.optimize(operations, 'test_app')
    print(f"AddIndex + RemoveConstraint: {len(operations)} → {len(result)} operations")
    assert len(result) == 2, "Should not optimize different operation types"
    
    # Test 3: Check that constraint operations can reduce through index operations
    add_index = migrations.AddIndex('TestModel', index)
    add_constraint = migrations.AddConstraint('TestModel', constraint)
    
    result = add_index.reduce(add_constraint, 'test_app')
    print(f"AddIndex.reduce(AddConstraint): {result}")
    assert result is True, "Should be able to reduce through"
    
    result = add_constraint.reduce(add_index, 'test_app')
    print(f"AddConstraint.reduce(AddIndex): {result}")
    assert result is True, "Should be able to reduce through"
